jurisdiction,year,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft,,,,,,
New York,2009,0,0,"19,541,453","75,110",781,"2,582",,"28,141","43,606","377,537","62,769","292,897","21,871",,,,,,
New York,2010,0,0,"19,395,206","76,492",868,"2,797",,"28,630","44,197","379,710","65,839","293,232","20,639",,,,,,
New York,2011,0,0,"19,501,616","77,463",769,"2,751",,"28,405","45,538","371,837","65,227","287,361","19,249",,,,,,
New York,2012,1,0,"19,576,125","79,535",683,"2,837",,"28,633","47,382","375,268","64,389","293,562","17,317",,,,,,
New York,2013,0,0,"19,695,680","77,563",644,"2,575","3,548","27,241","46,130","358,603","56,444","286,676","15,483",,,,,,
New York,2014,0,0,"19,746,227","75,398",617,"3,918","5,433","24,045","45,303","339,282","50,781","272,765","15,736",,,,,,
North Carolina,2001,0,0,"8,206,105","40,465",505,"2,083",,"13,304","24,573","363,777","101,889","237,241","24,647",,,,,,
North Carolina,2002,0,0,"8,305,820","39,118",548,"2,196",,"12,205","24,169","353,708","99,535","229,307","24,866",,,,,,
North Carolina,2003,0,0,"8,421,190","38,243",506,"2,139",,"12,229","23,369","359,660","100,687","232,081","26,892",,,,,,
North Carolina,2004,0,0,"8,540,468","38,244",532,"2,339",,"11,782","23,591","355,328","101,193","227,147","26,988",,,,,,
North Carolina,2005,0,0,"8,672,459","40,650",585,"2,302",,"12,635","25,128","353,855","104,298","221,091","28,466",,,,,,
North Carolina,2006,0,0,"8,856,505","42,088",539,"2,495",,"13,468","25,586","364,549","107,333","227,114","30,102",,,,,,
North Carolina,2007,0,0,"9,061,032","42,231",584,"2,386",,"13,534","25,727","369,893","108,700","233,241","27,952",,,,,,
North Carolina,2008,0,0,"9,222,414","43,125",599,"2,296",,"14,323","25,907","372,763","111,556","234,480","26,727",,,,,,
North Carolina,2009,0,0,"9,380,884","37,946",489,"2,306",,"11,825","23,326","343,707","107,830","215,923","19,954",,,,,,
North Carolina,2010,0,0,"9,560,234","34,679",474,"2,002",,"9,620","22,583","329,202","102,826","208,057","18,319",,,,,,
North Carolina,2011,0,0,"9,651,103","33,421",498,"1,959",,"9,448","21,516","337,806","105,534","215,453","16,819",,,,,,
North Carolina,2012,0,0,"9,748,364","34,464",479,"1,984",,"9,392","22,609","328,594","99,323","213,151","16,120",,,,,,
North Carolina,2013,0,0,"9,848,917","33,587",463,"1,790","2,524","9,275","21,325","305,631","90,182","201,043","14,406",,,,,,
North Carolina,2014,0,0,"9,943,964","32,767",510,"1,740","2,420","8,416","21,421","285,697","79,373","192,694","13,630",,,,,,
North Dakota,2001,0,0,"636,550",505,7,164,,60,274,"14,834","2,165","11,583","1,086",,,,,,
North Dakota,2002,0,0,"633,911",496,5,163,,58,270,"14,762","2,243","11,501","1,018",,,,,,
North Dakota,2003,0,0,"633,400",508,9,160,,53,286,"13,364","1,959","10,327","1,078",,,,,,
North Dakota,2004,0,0,"636,308",558,8,177,,43,330,"12,493","2,040","9,516",937,,,,,,
North Dakota,2005,0,0,"634,605",706,12,180,,54,460,"12,848","2,043","9,732","1,073",,,,,,
North Dakota,2006,0,0,"635,867","1,255",14,241,,75,925,"13,359","2,601","9,672","1,086",,,,,,
North Dakota,2007,0,0,"639,715","1,343",17,252,,75,999,"12,796","2,314","9,500",982,,,,,,
North Dakota,2008,0,0,"641,481","1,441",11,331,,73,"1,026","13,029","2,336","9,782",911,,,,,,
North Dakota,2009,0,0,"646,844","1,723",12,296,,107,"1,308","12,813","2,426","9,474",913,,,,,,
North Dakota,2010,0,0,"674,629","1,548",10,245,,90,"1,203","12,010","2,000","9,137",873,,,,,,
North Dakota,2011,0,0,"684,740","1,699",24,266,,91,"1,318","13,334","2,458","9,891",985,,,,,,
North Dakota,2012,0,0,"701,345","1,723",25,279,,127,"1,292","14,297","2,429","10,687","1,181",,,,,,
North Dakota,2013,0,0,"723,857","1,979",16,288,355,161,"1,447","15,356","2,979","10,942","1,435",,,,,,
North Dakota,2014,0,0,"739,482","1,960",22,276,358,173,"1,407","15,605","2,707","11,384","1,514",,,,,,
Ohio,2001,0,0,"11,389,785","40,023",452,"4,466",,"17,199","17,906","435,115","96,910","295,976","42,229",,,,,,
Ohio,2002,0,0,"11,408,699","40,128",526,"4,809",,"17,871","16,922","428,976","99,164","287,045","42,767",,,,,,
Ohio,2003,0,0,"11,437,680","38,185",526,"4,660",,"16,895","16,104","417,483","95,083","281,383","41,017",,,,,,
Ohio,2004,0,0,"11,450,143","38,787",506,"4,744",,"17,429","16,108","419,337","96,518","282,168","40,651",,,,,,
Ohio,2005,0,0,"11,470,685","40,162",590,"4,671",,"18,673","16,228","420,705","100,183","279,051","41,471",,,,,,
Ohio,2006,0,0,"11,478,006","41,491",560,"4,770",,"19,418","16,743","423,334","105,639","279,718","37,977",,,,,,
Ohio,2007,0,0,"11,466,917","40,759",529,"4,661",,"18,351","17,218","397,681","99,049","264,677","33,955",,,,,,
Ohio,2008,0,0,"11,485,910","40,436",547,"4,531",,"18,706","16,652","391,667","102,428","260,788","28,451",,,,,,
Ohio,2009,0,0,"11,542,645","38,305",527,"4,119",,"17,670","15,989","376,446","104,009","249,777","22,660",,,,,,
Ohio,2010,0,0,"11,537,968","36,306",479,"3,730",,"16,486","15,611","376,836","107,125","248,581","21,130",,,,,,
Ohio,2011,0,0,"11,541,007","35,218",500,"3,679",,"15,991","15,048","380,572","112,901","246,744","20,927",,,,,,
Ohio,2012,0,0,"11,553,031","34,827",478,"3,813",,"15,396","15,140","370,435","105,312","245,372","19,751",,,,,,
Ohio,2013,0,0,"11,572,005","33,722",478,"3,594","4,391","14,483","14,370","338,414","91,090","227,799","19,525",,,,,,
Ohio,2014,0,0,"11,594,163","33,030",464,"4,097","5,042","12,753","14,771","324,528","78,845","227,668","18,015",,,,,,
Oklahoma,2001,0,0,"3,469,577","17,726",185,"1,486",,"2,746","13,309","141,679","34,573","94,537","12,569",,,,,,
Oklahoma,2002,0,0,"3,489,700","17,587",163,"1,573",,"2,966","12,885","148,128","35,171","100,185","12,772",,,,,,
Oklahoma,2003,0,0,"3,506,469","17,758",206,"1,501",,"3,224","12,827","151,208","34,846","103,404","12,958",,,,,,
Oklahoma,2004,0,0,"3,523,546","17,635",186,"1,557",,"3,090","12,802","149,472","35,244","101,271","12,957",,,,,,
Oklahoma,2005,0,0,"3,543,442","18,044",187,"1,481",,"3,230","13,146","143,406","35,692","93,814","13,900",,,,,,
Oklahoma,2006,0,0,"3,579,212","17,905",210,"1,488",,"3,145","13,062","129,728","34,437","81,853","13,438",,,,,,
Oklahoma,2007,0,0,"3,617,316","18,234",224,"1,565",,"3,392","13,053","128,714","34,367","80,747","13,600",,,,,,
Oklahoma,2008,0,0,"3,642,361","19,359",215,"1,471",,"3,698","13,975","126,535","35,247","80,265","11,023",,,,,,
Oklahoma,2009,0,0,"3,687,050","18,560",234,"1,535",,"3,358","13,433","132,350","38,071","83,813","10,466",,,,,,
Oklahoma,2010,0,0,"3,760,184","18,100",195,"1,469",,"3,345","13,091","129,464","37,848","81,303","10,313",,,,,,
Oklahoma,2011,0,0,"3,784,163","17,311",212,"1,410",,"3,288","12,401","127,618","36,462","80,064","11,092",,,,,,
Oklahoma,2012,0,0,"3,815,780","18,102",220,"1,622",,"3,248","13,012","130,969","36,094","83,131","11,744",,,,,,
Oklahoma,2013,0,0,"3,853,118","17,187",198,"1,715","2,314","3,023","11,652","126,418","33,512","81,624","11,282",,,,,,
Oklahoma,2014,0,0,"3,878,051","15,744",175,"1,277","1,777","3,048","10,744","115,982","29,508","75,891","10,583",,,,,,
Oregon,2001,0,0,"3,473,441","10,650",84,"1,174",,"2,749","6,643","164,524","26,648","123,034","14,842",,,,,,
Oregon,2002,0,0,"3,520,355","10,298",72,"1,238",,"2,742","6,246","161,145","25,696","118,925","16,524",,,,,,
Oregon,2003,0,0,"3,564,330","10,506",68,"1,218",,"2,847","6,373","169,863","28,562","122,327","18,974",,,,,,
Oregon,2004,0,0,"3,591,363","10,724",90,"1,283",,"2,751","6,600","166,475","30,072","117,868","18,535",,,,,,
Oregon,2005,0,0,"3,638,871","10,444",80,"1,266",,"2,478","6,620","160,199","27,621","113,316","19,262",,,,,,
Oregon,2006,0,0,"3,700,758","10,534",88,"1,219",,"2,711","6,516","137,858","24,324","98,897","14,637",,,,,,
Oregon,2007,0,0,"3,747,455","11,015",76,"1,276",,"2,864","6,799","132,773","22,979","95,157","14,637",,,,,,
Oregon,2008,0,0,"3,790,060","9,909",87,"1,183",,"2,656","5,983","125,169","21,115","92,677","11,377",,,,,,
Oregon,2009,0,0,"3,825,657","9,968",88,"1,202",,"2,499","6,179","114,780","19,739","85,064","9,977",,,,,,
Oregon,2010,0,0,"3,838,332","9,648",96,"1,239",,"2,421","5,892","116,657","20,035","87,494","9,128",,,,,,
Oregon,2011,0,0,"3,868,229","9,643",84,"1,239",,"2,237","6,083","121,869","20,704","92,059","9,106",,,,,,
Oregon,2012,0,0,"3,899,801","9,638",91,"1,159",,"2,419","5,969","126,417","22,051","94,114","10,252",,,,,,
Oregon,2013,0,0,"3,928,068","9,536",82,"1,000","1,464","2,394","5,596","125,083","20,808","94,363","9,912",,,,,,
Oregon,2014,0,0,"3,970,239","9,224",81,"1,052","1,458","2,093","5,592","114,305","17,230","87,526","9,549",,,,,,
Pennsylvania,2001,0,0,"12,303,104","50,432",651,"3,467",,"17,500","28,814","313,408","54,345","223,350","35,713",,,,,,
Pennsylvania,2002,0,0,"12,328,827","49,578",624,"3,731",,"17,163","28,060","300,868","55,610","212,441","32,817",,,,,,
Pennsylvania,2003,0,0,"12,370,761","49,210",647,"3,556",,"17,980","27,027","300,639","53,918","213,279","33,442",,,,,,
Pennsylvania,2004,0,0,"12,394,471","50,998",650,"3,535",,"18,474","28,339","299,611","54,443","214,199","30,969",,,,,,
Pennsylvania,2005,0,0,"12,405,348","52,761",756,"3,586",,"19,214","29,205","300,444","56,134","214,916","29,394",,,,,,
Pennsylvania,2006,0,0,"12,440,621","55,028",741,"3,611",,"21,095","29,581","304,589","57,739","217,142","29,708",,,,,,
Pennsylvania,2007,0,0,"12,432,792","51,806",725,"3,443",,"19,440","28,198","293,850","56,091","211,248","26,511",,,,,,
Pennsylvania,2008,0,0,"12,448,279","51,044",705,"3,485",,"18,873","27,981","300,294","58,687","219,115","22,492",,,,,,
Pennsylvania,2009,0,0,"12,604,767","48,188",664,"3,626",,"17,504","26,394","277,182","54,772","204,588","17,822",,,,,,
Pennsylvania,2010,0,0,"12,717,722","46,612",653,"3,472",,"16,375","26,112","276,366","55,206","204,440","16,720",,,,,,
Pennsylvania,2011,0,0,"12,743,948","46,189",639,"3,339",,"16,165","26,046","283,442","57,966","208,604","16,872",,,,,,
Pennsylvania,2012,0,0,"12,764,475","45,384",707,"3,371",,"15,735","25,571","276,562","57,040","204,409","15,113",,,,,,
Pennsylvania,2013,0,0,"12,781,296","42,825",611,"2,728","3,795","14,739","23,680","263,176","52,000","197,410","13,766",,,,,,
Pennsylvania,2014,0,0,"12,787,209","40,164",614,"2,787","3,827","13,534","22,189","247,016","45,720","188,256","13,040",,,,,,
Rhode Island,2001,0,0,"1,059,659","3,278",39,416,,986,"1,837","35,742","6,824","23,875","5,043",,,,,,
Rhode Island,2002,0,0,"1,068,326","3,051",41,395,,916,"1,699","35,342","6,415","24,051","4,876",,,,,,
Rhode Island,2003,0,0,"1,076,084","3,074",25,505,,830,"1,714","32,231","5,524","22,320","4,387",,,,,,
Rhode Island,2004,0,0,"1,079,916","2,673",26,320,,731,"1,596","31,166","5,465","21,623","4,078",,,,,,
Rhode Island,2005,0,0,"1,073,579","2,710",34,323,,776,"1,577","29,287","5,319","19,567","4,401",,,,,,
Rhode Island,2006,0,0,"1,067,610","2,460",27,289,,740,"1,404","27,914","5,453","18,852","3,609",,,,,,
Rhode Island,2007,0,0,"1,057,832","2,424",19,258,,760,"1,387","27,576","5,206","19,175","3,195",,,,,,
Rhode Island,2008,0,0,"1,050,788","2,656",31,282,,880,"1,463","29,895","5,766","20,926","3,203",,,,,,
Rhode Island,2009,0,0,"1,053,209","2,678",32,296,,785,"1,565","27,558","5,753","19,403","2,402",,,,,,
Rhode Island,2010,0,0,"1,052,528","2,709",29,298,,782,"1,600","26,959","6,124","18,432","2,403",,,,,,
Rhode Island,2011,0,0,"1,050,646","2,586",20,319,,744,"1,503","27,976","6,836","18,765","2,375",,,,,,
Rhode Island,2012,0,0,"1,050,304","2,657",36,292,,715,"1,614","27,039","5,929","18,478","2,632",,,,,,
Rhode Island,2013,0,0,"1,053,354","2,710",31,333,449,683,"1,547","25,741","5,621","17,881","2,239",,,,,,
Rhode Island,2014,0,0,"1,055,173","2,313",25,253,361,529,"1,398","22,935","4,823","16,279","1,833",,,,,,
South Carolina,2001,0,0,"4,062,125","33,114",330,"1,769",,"5,987","25,028","186,054","42,611","126,742","16,701",,,,,,
South Carolina,2002,0,0,"4,103,770","33,761",298,"1,959",,"5,774","25,730","183,808","43,745","123,196","16,867",,,,,,
South Carolina,2003,0,0,"4,148,744","33,455",303,"1,952",,"5,801","25,399","187,592","43,993","127,809","15,790",,,,,,
South Carolina,2004,0,0,"4,197,892","33,160",286,"1,772",,"5,468","25,634","190,456","43,739","130,991","15,726",,,,,,
South Carolina,2005,0,0,"4,246,933","32,590",314,"1,862",,"5,657","24,757","185,606","42,741","126,489","16,376",,,,,,
South Carolina,2006,0,0,"4,321,249","33,322",362,"1,834",,"5,902","25,224","184,712","42,952","125,075","16,685",,,,,,
South Carolina,2007,0,0,"4,407,709","34,630",364,"1,773",,"6,354","26,139","189,304","45,398","126,802","17,104",,,,,,
South Carolina,2008,0,0,"4,479,800","32,746",307,"1,686",,"6,595","24,158","189,950","45,964","126,316","17,670",,,,,,
South Carolina,2009,0,0,"4,561,242","30,799",305,"1,663",,"5,753","23,078","178,310","45,443","119,250","13,617",,,,,,
South Carolina,2010,0,0,"4,637,106","27,923",265,"1,551",,"5,017","21,090","181,098","46,261","121,544","13,293",,,,,,
South Carolina,2011,0,0,"4,673,348","27,894",320,"1,678",,"4,631","21,265","183,243","47,351","122,255","13,637",,,,,,
South Carolina,2012,0,0,"4,723,417","26,474",332,"1,712",,"4,511","19,919","181,049","45,222","122,340","13,487",,,,,,
South Carolina,2013,0,0,"4,771,929","24,263",305,"1,739","2,233","3,965","17,760","173,261","40,930","119,730","12,601",,,,,,
South Carolina,2014,0,0,"4,832,482","24,052",311,"1,480","2,068","3,997","17,676","167,217","36,721","117,594","12,902",,,,,,
South Dakota,2001,0,0,"758,324","1,171",7,351,,103,710,"16,473","3,087","12,571",815,,,,,,
South Dakota,2002,0,0,"760,437","1,350",11,361,,117,861,"15,992","3,034","12,139",819,,,,,,
South Dakota,2003,0,0,"764,905","1,329",10,356,,104,859,"15,324","2,878","11,572",874,,,,,,
South Dakota,2004,0,0,"770,621","1,319",17,336,,112,854,"14,885","3,148","10,890",847,,,,,,
South Dakota,2005,0,0,"774,883","1,387",18,377,,145,847,"13,694","2,505","10,350",839,,,,,,
South Dakota,2006,0,0,"781,919","2,071",30,465,,158,"1,418","13,812","3,024","9,954",834,,,,,,
South Dakota,2007,0,0,"796,214","1,926",31,433,,118,"1,344","13,829","2,647","10,398",784,,,,,,
South Dakota,2008,0,0,"804,194","2,227",37,562,,134,"1,494","13,867","2,683","10,266",918,,,,,,
South Dakota,2009,0,0,"812,383","1,777",30,501,,117,"1,129","14,378","2,621","10,891",866,,,,,,
South Dakota,2010,0,0,"816,598","2,196",23,385,,154,"1,634","15,188","3,192","11,196",800,,,,,,
South Dakota,2011,0,0,"823,593","2,105",20,503,,167,"1,415","15,299","2,927","11,423",949,,,,,,
South Dakota,2012,0,0,"834,047","2,701",23,600,,157,"1,921","17,326","3,280","12,973","1,073",,,,,,
South Dakota,2013,0,0,"845,510","2,733",18,454,507,156,"2,052","16,274","3,383","11,955",936,,,,,,
South Dakota,2014,0,0,"853,175","2,786",20,413,470,200,"2,096","15,902","2,818","12,077","1,007",,,,,,
Tennessee,2001,0,0,"5,749,398","42,776",423,"2,196",,"10,219","29,938","252,992","59,705","165,015","28,272",,,,,,
Tennessee,2002,0,0,"5,789,796","41,562",420,"2,290",,"9,413","29,439","249,399","61,248","161,610","26,541",,,,,,
Tennessee,2003,0,0,"5,845,208","40,409",396,"2,129",,"9,413","28,471","256,565","63,323","166,769","26,473",,,,,,
Tennessee,2004,0,0,"5,893,298","41,113",357,"2,282",,"8,863","29,611","254,991","60,386","169,828","24,777",,,,,,
Tennessee,2005,0,0,"5,955,745","45,104",431,"2,194",,"10,009","32,470","256,093","61,508","169,357","25,228",,,,,,
Tennessee,2006,0,0,"6,038,803","46,043",419,"2,194",,"11,143","32,287","249,860","63,024","164,183","22,653",,,,,,
Tennessee,2007,0,0,"6,156,719","46,482",405,"2,201",,"11,033","32,843","252,342","61,817","168,807","21,718",,,,,,
Tennessee,2008,0,0,"6,214,888","44,913",412,"2,078",,"10,804","31,619","251,089","65,093","166,793","19,203",,,,,,
Tennessee,2009,0,0,"6,296,254","41,933",468,"2,019",,"9,653","29,793","237,157","63,832","158,309","15,016",,,,,,
Tennessee,2010,0,0,"6,357,436","38,909",359,"2,173",,"8,361","28,016","232,855","64,293","153,729","14,833",,,,,,
Tennessee,2011,0,0,"6,399,787","38,895",380,"2,095",,"8,082","28,338","230,900","62,830","153,928","14,142",,,,,,
Tennessee,2012,0,0,"6,454,914","41,213",400,"2,047",,"8,151","30,615","217,925","56,231","148,731","12,963",,,,,,
Tennessee,2013,0,0,"6,497,269","38,063",335,"1,904","2,500","7,333","27,895","207,683","51,334","144,443","11,906",,,,,,
Tennessee,2014,0,0,"6,549,352","39,848",371,"1,861","2,531","7,265","29,681","200,447","46,642","141,206","12,599",,,,,,
Texas,2001,0,0,"21,370,983","122,155","1,332","8,169",,"35,348","77,306","976,654","204,362","669,625","102,667",,,,,,
Texas,2002,0,0,"21,736,925","126,018","1,302","8,508",,"37,580","78,628","1,004,274","212,602","688,992","102,680",,,,,,
Texas,2003,0,0,"22,103,374","122,246","1,422","8,025",,"37,017","75,782","1,016,735","219,877","698,644","98,214",,,,,,
Texas,2004,0,0,"22,471,549","121,554","1,364","8,388",,"35,817","75,985","1,010,702","220,118","696,507","94,077",,,,,,
Texas,2005,0,0,"22,928,508","121,091","1,407","8,511",,"35,790","75,383","990,293","219,828","677,042","93,423",,,,,,
Texas,2006,0,0,"23,507,783","121,602","1,386","8,429",,"37,256","74,531","959,846","215,710","648,711","95,425",,,,,,
Texas,2007,0,0,"23,904,380","122,014","1,419","8,460",,"38,778","73,357","985,421","228,320","663,101","94,000",,,,,,
Texas,2008,0,0,"24,326,974","123,585","1,370","8,055",,"37,739","76,421","969,865","230,046","654,435","85,384",,,,,,
Texas,2009,0,0,"24,782,302","121,684","1,330","8,311",,"38,022","74,021","995,082","240,058","678,455","76,569",,,,,,
Texas,2010,0,0,"25,253,466","113,231","1,249","7,622",,"32,843","71,517","951,246","228,597","654,626","68,023",,,,,,
Texas,2011,0,0,"25,631,778","104,734","1,130","7,486",,"28,620","67,498","892,810","215,755","613,131","63,924",,,,,,
Texas,2012,0,0,"26,060,796","106,475","1,148","7,715",,"30,385","67,227","876,459","205,002","606,425","65,032",,,,,,
Texas,2013,0,0,"26,505,637","108,757","1,140","7,610","10,456","31,810","65,351","862,289","191,062","605,440","65,787",,,,,,
Texas,2014,0,0,"26,956,958","109,414","1,184","8,236","11,393","31,181","65,656","813,934","169,234","576,154","68,546",,,,,,
Utah,2001,0,0,"2,278,712","5,314",67,896,,"1,197","3,154","90,993","13,804","70,676","6,513",,,,,,
Utah,2002,0,0,"2,318,789","5,488",47,943,,"1,140","3,358","97,641","15,124","74,795","7,722",,,,,,
Utah,2003,0,0,"2,352,119","5,889",60,919,,"1,258","3,652","100,084","16,961","75,321","7,802",,,,,,
Utah,2004,0,0,"2,420,708","5,647",46,967,,"1,236","3,398","97,762","15,225","74,889","7,648",,,,,,
Utah,2005,0,0,"2,490,334","5,612",56,920,,"1,095","3,541","95,546","14,971","72,082","8,493",,,,,,
Utah,2006,0,0,"2,550,063","5,771",51,891,,"1,242","3,587","89,572","14,721","66,480","8,371",,,,,,
Utah,2007,0,0,"2,645,330","6,347",59,935,,"1,425","3,928","93,082","15,594","68,573","8,915",,,,,,
Utah,2008,0,0,"2,736,424","6,165",41,915,,"1,421","3,788","92,373","14,766","70,299","7,308",,,,,,
Utah,2009,0,0,"2,784,572","5,998",39,941,,"1,304","3,714","91,751","15,258","69,556","6,937",,,,,,
Utah,2010,0,0,"2,775,479","5,925",53,983,,"1,269","3,620","88,316","15,095","67,242","5,979",,,,,,
Utah,2011,0,0,"2,814,347","5,547",50,901,,"1,079","3,517","84,084","13,170","64,727","6,187",,,,,,
Utah,2012,0,0,"2,854,871","5,939",52,975,,"1,105","3,807","86,284","13,095","67,157","6,032",,,,,,
Utah,2013,0,0,"2,902,787","6,644",51,926,"1,522","1,247","3,824","88,334","13,727","67,115","7,492",,,,,,
Utah,2014,0,0,"2,942,902","6,346",67,945,"1,454","1,312","3,513","84,711","11,518","65,895","7,298",,,,,,
Vermont,2001,0,0,"612,978",644,7,107,,107,423,"16,334","3,150","12,426",758,,,,,,
Vermont,2002,0,0,"616,408",658,13,126,,77,442,"14,942","3,489","10,684",769,,,,,,
Vermont,2003,0,0,"619,343",707,15,126,,62,504,"13,803","3,017","10,132",654,,,,,,
Vermont,2004,0,0,"621,233",713,16,160,,78,459,"14,559","3,435","10,537",587,,,,,,
Vermont,2005,0,0,"622,387",782,8,153,,76,545,"14,749","3,185","10,894",670,,,,,,
Vermont,2006,0,0,"623,908",905,14,173,,114,604,"14,920","3,443","10,857",620,,,,,,
Vermont,2007,0,0,"621,254",802,13,128,,79,582,"14,702","3,200","10,853",649,,,,,,
Vermont,2008,0,0,"621,270",854,17,133,,93,611,"15,903","3,515","11,802",586,,,,,,
Vermont,2009,0,0,"621,760",837,8,132,,111,586,"15,010","3,471","11,090",449,,,,,,
Vermont,2010,0,0,"625,909",820,7,141,,76,596,"14,160","3,348","10,373",439,,,,,,
Vermont,2011,0,0,"626,592",925,11,146,,99,669,"15,086","3,838","10,720",528,,,,,,
Vermont,2012,0,0,"625,953",891,8,131,,114,638,"15,653","4,179","11,014",460,,,,,,
Vermont,2013,0,0,"626,855",775,10,113,136,75,554,"13,882","3,352","10,193",337,,,,,,
Vermont,2014,0,0,"626,562",622,10,99,110,70,432,"9,551","2,034","7,273",244,,,,,,
Virginia,2001,0,0,"7,196,750","20,939",364,"1,770",,"6,860","11,945","207,506","31,604","157,060","18,842",,,,,,
Virginia,2002,0,0,"7,287,829","21,256",388,"1,839",,"6,961","12,068","207,783","31,757","157,548","18,478",,,,,,
Virginia,2003,0,0,"7,365,284","20,490",416,"1,807",,"6,713","11,554","200,449","29,105","153,367","17,977",,,,,,
Virginia,2004,0,0,"7,481,332","20,608",390,"1,816",,"6,899","11,503","200,368","28,759","154,154","17,455",,,,,,
Virginia,2005,0,0,"7,564,327","21,434",458,"1,763",,"7,495","11,718","200,404","29,829","154,584","15,991",,,,,,
Virginia,2006,0,0,"7,642,884","21,683",403,"1,829",,"7,779","11,672","190,257","32,166","143,292","14,799",,,,,,
Virginia,2007,0,0,"7,712,091","21,035",415,"1,793",,"7,696","11,131","191,763","32,028","145,634","14,101",,,,,,
Virginia,2008,0,0,"7,769,089","20,031",370,"1,794",,"7,470","10,397","196,726","32,188","151,191","13,347",,,,,,
Virginia,2009,0,0,"7,882,590","18,195",370,"1,572",,"6,342","9,911","194,020","31,956","150,374","11,690",,,,,,
Virginia,2010,0,0,"8,023,953","17,184",376,"1,580",,"5,678","9,550","187,403","30,804","145,990","10,609",,,,,,
Virginia,2011,0,0,"8,104,384","16,014",304,"1,591",,"5,425","8,694","182,902","30,656","142,476","9,770",,,,,,
Virginia,2012,0,0,"8,186,628","15,676",322,"1,505",,"4,718","9,131","178,434","29,651","139,654","9,129",,,,,,
Virginia,2013,0,0,"8,270,345","16,355",320,"1,476","2,350","4,574","9,111","171,558","26,717","136,215","8,626",,,,,,
Virginia,2014,0,0,"8,326,289","16,340",338,"1,432","2,310","4,292","9,400","160,720","23,122","129,933","7,665",,,,,,
Washington,2001,0,0,"5,993,390","21,258",179,"2,600",,"5,934","12,545","287,234","53,024","195,133","39,077",,,,,,
Washington,2002,0,0,"6,067,060","20,964",184,"2,734",,"5,797","12,249","288,967","54,948","193,526","40,493",,,,,,
Washington,2003,0,0,"6,131,298","21,272",182,"2,863",,"5,718","12,509","291,542","58,271","192,653","40,618",,,,,,
Washington,2004,0,0,"6,207,046","21,330",190,"2,857",,"5,866","12,417","300,837","60,632","196,972","43,233",,,,,,
Washington,2005,0,0,"6,291,899","21,745",205,"2,811",,"5,788","12,941","307,661","60,343","198,031","49,287",,,,,,
Washington,2006,0,0,"6,395,798","22,303",197,"2,748",,"6,424","12,934","288,456","58,843","183,179","46,434",,,,,,
Washington,2007,0,0,"6,468,424","21,768",174,"2,653",,"6,079","12,862","261,776","52,874","170,782","38,120",,,,,,
Washington,2008,0,0,"6,549,224","21,888",193,"2,653",,"6,419","12,623","249,283","53,136","167,013","29,134",,,,,,
Washington,2009,0,0,"6,664,195","22,412",190,"2,583",,"6,711","12,928","245,215","53,047","168,421","23,747",,,,,,
Washington,2010,0,0,"6,742,950","21,138",154,"2,579",,"5,929","12,476","249,426","55,192","168,490","25,744",,,,,,
Washington,2011,0,0,"6,823,267","20,152",163,"2,320",,"5,627","12,042","244,209","56,561","162,828","24,820",,,,,,
Washington,2012,0,0,"6,895,318","20,553",217,"2,250",,"5,801","12,285","254,377","61,376","166,338","26,663",,,,,,
Washington,2013,0,0,"6,973,742","20,223",167,"2,072","2,604","5,829","11,623","259,139","58,487","172,227","28,425",,,,,,
Washington,2014,0,0,"7,061,530","20,136",174,"2,171","2,695","5,640","11,627","261,706","55,290","175,769","30,647",,,,,,
West Virginia,2001,0,0,"1,800,975","5,035",40,320,,707,"3,968","41,085","9,601","28,268","3,216",,,,,,
West Virginia,2002,0,0,"1,804,884","4,221",57,328,,657,"3,179","41,099","9,677","27,524","3,898",,,,,,
West Virginia,2003,0,0,"1,811,440","4,627",73,311,,701,"3,542","42,370","10,498","28,409","3,463",,,,,,
West Virginia,2004,0,0,"1,812,548","5,110",68,346,,774,"3,922","46,326","10,994","31,566","3,766",,,,,,
West Virginia,2005,0,0,"1,814,083","4,968",82,335,,816,"3,735","47,757","11,334","32,603","3,820",,,,,,
West Virginia,2006,0,0,"1,818,470","5,113",80,404,,853,"3,776","47,941","11,579","32,305","4,057",,,,,,
West Virginia,2007,0,0,"1,812,035","5,016",65,388,,847,"3,716","45,620","10,822","31,321","3,477",,,,,,
West Virginia,2008,0,0,"1,814,468","5,006",67,389,,896,"3,654","45,971","10,840","31,967","3,164",,,,,,
West Virginia,2009,0,0,"1,819,777","5,554",84,470,,914,"4,086","46,215","12,005","31,453","2,757",,,,,,
West Virginia,2010,0,0,"1,854,368","5,586",58,362,,776,"4,390","41,301","10,778","28,104","2,419",,,,,,
West Virginia,2011,0,0,"1,854,908","5,497",87,372,,802,"4,236","39,009","10,245","26,656","2,108",,,,,,
West Virginia,2012,0,0,"1,856,680","5,943",70,415,,835,"4,623","44,500","11,466","30,800","2,234",,,,,,
West Virginia,2013,0,0,"1,853,595","5,657",62,367,700,653,"4,242","39,929","9,908","28,055","1,966",,,,,,
West Virginia,2014,0,0,"1,850,326","5,588",74,285,505,651,"4,358","37,648","8,973","26,779","1,896",,,,,,
